full_name,class,a,e,i,q,H,neo,pha,diameter,albedo,diameter_sigma,orbit_id,n,per,moid
  1846 Bengt (6553 P-L),MBA,2.339,0.1412,3.18,2.009,13.82,N,N,10.998,0.047,0.08,JPL 43,0.2755,1310,1.03
    1P/Halley,HTC,17.93,0.9679,162.2,0.575,,Y,,11,0.04,,JPL 74,0.01298,27700,0.0745
  2732 Witt (1926 FG),MBA,2.76,0.0246,6.5,2.692,11.96,N,N,11.001,0.305,0.29,JPL 62,0.2149,1670,1.71
  2739 Taguacipa (1952 UZ1),MBA,2.457,0.129,1.17,2.14,13.52,N,N,11.004,0.077,0.3,JPL 54,0.2559,1410,1.12
  4960 Mayo (4657 P-L),MBA,3.018,0.0961,0.94,2.728,13.49,N,N,11.01,0.076,1.38,JPL 44,0.188,1920,1.73
  2125 Karl-Ontjes (2005 P-L),MBA,2.787,0.1072,1.69,2.488,12.09,N,N,11.019,0.253,0.18,JPL 52,0.2118,1700,1.48
  4507 Petercollins (1990 FV),MBA,2.868,0.0097,2.66,2.84,12.11,N,N,11.024,0.277,0.21,JPL 56,0.2029,1770,1.85
  4036 Whitehouse (1987 DW5),MBA,2.804,0.1469,4.68,2.392,13.21,N,N,11.036,0.11,0.09,JPL 51,0.2099,1720,1.41
  4177 Kohman (1987 SS1),OMB,3.298,0.2879,17.19,2.348,13.17,N,N,11.059,0.12,0.23,JPL 37,0.1646,2190,1.36
  3627 Sayers (1973 DS),MBA,2.348,0.1486,9.71,1.999,13.8,N,N,11.062,0.055,0.1,JPL 52,0.2739,1310,1.01
  2053 Nuki (1976 UO),MBA,2.802,0.1413,8.52,2.406,12.01,N,N,11.064,0.251,0.14,JPL 54,0.2102,1710,1.43
  2683 Brian (1981 AD1),MBA,2.914,0.0586,1.48,2.744,11.94,N,N,11.077,0.209,0.18,JPL 56,0.1981,1820,1.74
  4453 Bornholm (1988 VC),MBA,2.986,0.11,9.35,2.657,12.6,N,N,11.079,0.19,0.12,JPL 54,0.1911,1880,1.69
  1675 Simonida (1938 FB),MBA,2.234,0.1254,6.79,1.953,11.99,N,N,11.08,0.248,0.5,JPL 61,0.2952,1220,0.975
  2122 Pyatiletka (1971 XB),MBA,2.403,0.0303,7.9,2.33,12.22,N,N,11.084,0.224,0.1,JPL 59,0.2646,1360,1.33
  4417 Lecar (1931 GC),MBA,2.759,0.1059,9.01,2.467,12.09,N,N,11.1,0.36,0.24,JPL 54,0.2151,1670,1.47
  3538 Nelsonia (6548 P-L),MBA,2.64,0.2694,4.2,1.929,13.71,N,N,11.121,0.062,0.19,JPL 47,0.2297,1570,0.948
  4944 Kozlovskij (1987 RP3),MBA,2.743,0.0636,4.49,2.569,13.51,N,N,11.125,0.061,0.08,JPL 48,0.2169,1660,1.57
  4136 Artmane (1968 FJ),MBA,2.353,0.1356,3.26,2.034,14.06,N,N,11.134,0.062,0.19,JPL 47,0.273,1320,1.03
  2664 Everhart (1934 RR),MBA,2.38,0.1825,3.26,1.946,14.08,N,N,11.141,0.038,0.09,JPL 49,0.2685,1340,0.946
  4466 Abai (1971 SX1),MBA,2.94,0.0316,2.11,2.847,12.32,N,N,11.146,0.187,0.21,JPL 57,0.1955,1840,1.84
  4220 Flood (1988 DN),MBA,2.801,0.1951,7,2.254,13.67,N,N,11.147,0.068,0.17,JPL 48,0.2103,1710,1.28
  4321 Zero (1981 EH26),MBA,3.067,0.2836,2.41,2.197,13.3,N,N,11.147,0.098,0.08,JPL 47,0.1835,1960,1.2
  4346 Whitney (1988 DS4),MBA,3.014,0.0938,10.25,2.732,12.72,N,N,11.151,0.156,0.35,JPL 48,0.1883,1910,1.74
  3124 Kansas (1981 VB),MBA,2.744,0.0798,5.92,2.525,13.4,N,N,11.152,0.059,0.15,JPL 56,0.2168,1660,1.51
  3712 Kraft (1984 YC),MBA,2.735,0.2554,31.71,2.036,11.81,N,N,11.159,0.325,0.11,JPL 42,0.218,1650,1.07
  2149 Schwambraniya (1977 FX),MBA,2.55,0.1071,7.72,2.277,11.85,N,N,11.18,0.156,0.12,JPL 53,0.2421,1490,1.27
  2013 Tucapel (1971 UH4),MBA,2.29,0.226,7.5,1.773,12,N,N,11.187,0.328,0.38,JPL 61,0.2843,1270,0.775
  2993 Wendy (1970 PA),MBA,2.587,0.1937,12.3,2.086,12.2,N,N,11.209,0.169,0.23,JPL 60,0.2368,1520,1.13
  2096 Vaino (1939 UC),MBA,2.444,0.234,0.99,1.872,13.86,N,N,11.217,0.067,0.24,JPL 48,0.2579,1400,0.864
  4353 Onizaki (1989 WK1),MBA,2.346,0.1093,9,2.09,12.41,N,N,11.239,0.183,0.14,JPL 50,0.2743,1310,1.07
  1697 Koskenniemi (1940 RM),MBA,2.374,0.1167,5.66,2.097,12.88,N,N,11.245,0.116,0.21,JPL 51,0.2694,1340,1.12
  3714 Kenrussell (1983 TT1),MBA,2.562,0.1772,14.34,2.108,12.83,N,N,11.26,0.106,0.11,JPL 50,0.2403,1500,1.12
  3980 Hviezdoslav (1983 XU),MBA,3.136,0.1483,2.26,2.671,13.2,N,N,11.261,0.116,0.04,JPL 41,0.1775,2030,1.68
  4611 Vulkaneifel (1989 GR6),MBA,2.615,0.1924,13.8,2.112,11.98,N,N,11.266,0.278,0.21,JPL 54,0.2331,1540,1.17
  4577 Chikako (1988 WG),MBA,2.623,0.2888,9.37,1.866,12.54,N,N,11.27,0.224,0.08,JPL 42,0.232,1550,0.903
  4559 Strauss (1989 AP6),MBA,3.021,0.1056,11.12,2.702,12.53,N,N,11.284,0.167,0.15,JPL 52,0.1877,1920,1.72
  4673 Bortle (1988 LF),MBA,2.551,0.0551,16.2,2.41,11.87,N,N,11.29,0.455,0.1,JPL 52,0.242,1490,1.43
  2498 Tsesevich (1977 QM3),MBA,2.916,0.0864,1.23,2.664,11.98,N,N,11.294,0.289,0.19,JPL 55,0.1979,1820,1.65
  4395 Danbritt (1981 EH41),MBA,2.996,0.0844,10.05,2.743,12.96,N,N,11.299,0.126,0.21,JPL 52,0.1901,1890,1.75
  3612 Peale (1982 TW),MBA,2.44,0.1848,3.37,1.989,13.81,N,N,11.306,0.037,0.12,JPL 54,0.2585,1390,0.985
  4963 Kanroku (1977 DR1),MBA,2.6,0.1639,11.78,2.174,12.03,N,N,11.306,0.152,0.03,JPL 52,0.2351,1530,1.18
  2463 Sterpin (1934 FF),MBA,2.6,0.1557,13.38,2.195,11.93,N,N,11.308,0.263,0.19,JPL 55,0.2351,1530,1.26
  2482 Perkin (1980 CO),MBA,2.933,0.0631,3.13,2.748,12.88,N,N,11.31,0.124,2.78,JPL 46,0.1963,1830,1.76
  3516 Rusheva (1982 UH7),MBA,2.883,0.0802,2.32,2.652,12.44,N,N,11.323,0.182,3.48,JPL 49,0.2014,1790,1.65
  2771 Polzunov (1978 SP7),MBA,2.676,0.228,13.97,2.066,12.64,N,N,11.332,0.218,0.19,JPL 53,0.2252,1600,1.1
  2292 Seili (1942 RM),MBA,2.622,0.2371,14.53,2,11.87,N,N,11.335,0.242,0.29,JPL 60,0.2322,1550,1.02
  4390 Madreteresa (1976 GO8),MBA,2.398,0.2399,10.72,1.823,13.51,N,N,11.34,0.043,0.04,JPL 51,0.2654,1360,0.846
  1660 Wood (1953 GA),MBA,2.396,0.3003,20.6,1.676,11.62,N,N,11.342,0.239,0.11,JPL 57,0.2658,1350,0.82
  4740 Veniamina (1985 UV4),MBA,2.715,0.2112,8.01,2.141,13.58,N,N,11.353,0.079,0.17,JPL 48,0.2204,1630,1.17
  2506 Pirogov (1976 QG1),MBA,2.9,0.0192,2.17,2.844,12.02,N,N,11.359,0.261,0.14,JPL 54,0.1996,1800,1.86
  2176 Donar (2529 P-L),MBA,2.931,0.0538,3.04,2.773,12.35,N,N,11.363,0.164,0.14,JPL 51,0.1964,1830,1.76
  3294 Carlvesely (6563 P-L),MBA,2.698,0.0687,6.97,2.513,13.09,N,N,11.372,0.076,0.22,JPL 50,0.2224,1620,1.52
  4598 Coradini (1985 PG1),MBA,2.997,0.1059,9.94,2.68,12.33,N,N,11.378,0.18,0.07,JPL 53,0.1899,1900,1.68
  2834 Christy Carol (1980 TB4),MBA,2.54,0.1608,6.43,2.132,11.97,N,N,11.417,0.237,0.1,JPL 55,0.2434,1480,1.16
  2866 Hardy (1961 TA),MBA,2.91,0.2045,8.22,2.315,11.9,N,N,11.423,0.283,0.47,JPL 44,0.1985,1810,1.31
  2924 Mitake-mura (1977 DJ2),MBA,2.887,0.0466,3.14,2.752,12.17,N,N,11.428,0.178,0.17,JPL 61,0.201,1790,1.74
  2230 Yunnan (1978 UT1),MBA,2.858,0.0605,2.57,2.685,12.11,N,N,11.431,0.258,0.11,JPL 54,0.204,1760,1.7
  2118 Flagstaff (1978 PB),MBA,2.546,0.2215,6.3,1.982,11.88,N,N,11.434,0.214,0.2,JPL 47,0.2426,1480,1.01
  4356 Marathon (9522 P-L),MBA,2.8,0.1921,7.46,2.262,13.15,N,N,11.463,0.082,0.18,JPL 51,0.2104,1710,1.26
  2338 Bokhan (1977 QA3),MBA,2.834,0.0606,3.21,2.662,12.04,N,N,11.466,0.234,0.12,JPL 53,0.2066,1740,1.65
  3007 Reaves (1979 UC),MBA,2.369,0.1338,8.33,2.052,12.84,N,N,11.468,0.147,0.05,JPL 57,0.2703,1330,1.06
  2470 Agematsu (1976 UW15),MBA,2.888,0.0124,3.11,2.852,11.95,N,N,11.469,0.213,0.19,JPL 50,0.2008,1790,1.86
  4961 Timherder (1958 TH1),MBA,3.158,0.2197,7.8,2.464,12.25,N,N,11.484,0.212,0.26,JPL 53,0.1756,2050,1.47
  2384 Schulhof (1943 EC1),MBA,2.611,0.1207,13.54,2.296,11.99,N,N,11.485,0.28,0.17,JPL 52,0.2336,1540,1.3
  4350 Shibecha (1989 UG1),MBA,2.631,0.1905,13.7,2.13,12.39,N,N,11.489,0.176,0.21,JPL 49,0.231,1560,1.18
  2159 Kukkamaki (1941 UX),MBA,2.483,0.0401,3.26,2.384,12,N,N,11.494,0.193,0.12,JPL 55,0.2519,1430,1.4
  2561 Margolin (1969 TK2),MBA,2.432,0.1367,2.49,2.1,13.71,N,N,11.512,0.057,0.07,JPL 53,0.2599,1390,1.12
  4782 Gembloux (1980 TH3),MBA,2.839,0.0729,1.34,2.632,12.4,N,N,11.521,0.135,0.14,JPL 57,0.206,1750,1.62
  2801 Huygens (1935 SU1),MBA,2.802,0.1713,9.56,2.322,11.98,N,N,11.525,0.204,0.12,JPL 54,0.2102,1710,1.33
  4934 Rhoneranger (1985 JJ),MBA,3.003,0.1128,10.96,2.664,12.56,N,N,11.531,0.192,0.12,JPL 52,0.1894,1900,1.66
  4173 Thicksten (1982 KG1),MBA,2.359,0.1221,4.15,2.07,13.81,N,N,11.533,0.075,0.04,JPL 49,0.2721,1320,1.08
  4332 Milton (1983 RC),MBA,2.587,0.3143,19.17,1.774,12.9,N,N,11.54,0.2306,0.6,JPL 52,0.2369,1520,0.777
  2289 McMillan (6567 P-L),MBA,2.636,0.1431,2.15,2.259,13.72,N,N,11.551,0.042,0.08,JPL 49,0.2303,1560,1.25
  4509 Gorbatskij (A917 SG),MBA,2.762,0.2729,10.95,2.008,12.05,N,N,11.562,0.159,0.2,JPL 47,0.2147,1680,1.01
  4018 Bratislava (1980 YM),MBA,2.58,0.1628,3.43,2.16,13.8,N,N,11.577,0.05,0.06,JPL 46,0.2378,1510,1.17
  2429 Schurer (1977 TZ),MBA,2.572,0.1017,15.06,2.31,12.24,N,N,11.582,0.12,0.13,JPL 49,0.239,1510,1.33
  1891 Gondola (1969 RA),MBA,2.708,0.0703,11.5,2.518,12.14,N,N,11.588,0.208,0.41,JPL 55,0.2212,1630,1.51
  1974 Caupolican (1968 OE),MBA,3.167,0.0964,10.22,2.861,13.14,N,N,11.588,0.083,0.3,JPL 46,0.1749,2060,1.87
     C/1991 L3 (Levy),HTC,13.81,0.9289,19.19,0.983,,Y,,11.6,,,JPL 10,0.0192,18800,0.0753
  4846 Tuthmosis (6575 P-L),OMB,3.213,0.1366,5.28,2.774,13.09,N,N,11.6,0.109,0.17,JPL 43,0.1711,2100,1.8
  3467 Bernheim (1981 SF2),MBA,2.41,0.1482,4.11,2.052,13.45,N,N,11.609,0.083,0.2,JPL 46,0.2635,1370,1.07
  4352 Kyoto (1989 UW1),MBA,2.763,0.1943,11.06,2.226,11.78,N,N,11.61,0.29,0.11,JPL 57,0.2146,1680,1.24
  3710 Bogoslovskij (1978 RD6),MBA,2.739,0.1595,13.8,2.302,12.7,N,N,11.625,0.131,0.2,JPL 54,0.2174,1660,1.32
  1888 Zu Chong-Zhi (1964 VO1),MBA,2.546,0.1691,5.85,2.116,11.83,N,N,11.633,0.274,0.14,JPL 58,0.2426,1480,1.14
  4502 Elizabethann (1989 KG),MBA,2.644,0.096,13.32,2.39,11.92,N,N,11.634,0.273,0.11,JPL 54,0.2293,1570,1.41
  4756 Asaramas (1950 HJ),MBA,3.02,0.0644,9.2,2.826,12.29,N,N,11.644,0.188,0.21,JPL 47,0.1878,1920,1.81
  4458 Oizumi (1990 BY),MBA,2.443,0.1516,4.3,2.072,13.47,N,N,11.651,0.057,0.1,JPL 41,0.2582,1390,1.09
  2277 Moreau (1950 DS),MBA,2.601,0.1235,11.55,2.28,12.12,N,N,11.654,0.185,0.12,JPL 53,0.235,1530,1.31
  4324 Bickel (1981 YA1),MBA,2.547,0.198,7.77,2.043,12.11,N,N,11.654,0.248,0.56,JPL 54,0.2425,1480,1.07
  3492 Petra-Pepi (1985 DQ),MBA,2.617,0.144,13.63,2.24,11.87,N,N,11.658,0.248,0.13,JPL 54,0.2329,1550,1.28
  3269 Vibert-Douglas (1981 EX16),MBA,2.787,0.1575,17.18,2.348,12.76,N,N,11.659,0.142,0.25,JPL 47,0.2119,1700,1.38
  2700 Baikonur (1976 YP7),MBA,2.907,0.0438,2.41,2.78,12.13,N,N,11.678,0.187,0.21,JPL 63,0.1988,1810,1.8
  2741 Valdivia (1975 XG),MBA,2.608,0.1828,10.29,2.131,12.06,N,N,11.679,0.205,0.17,JPL 59,0.234,1540,1.15
  2792 Ponomarev (1977 EY1),MBA,2.277,0.1291,9.37,1.983,13.29,N,N,11.685,0.079,2.11,JPL 56,0.2869,1250,1.02
  3797 Ching-Sung Yu (1987 YL),OMB,3.219,0.139,0.85,2.771,13.1,N,N,11.687,0.098,1.8,JPL 48,0.1707,2110,1.79
  2412 Wil (3537 P-L),MBA,2.679,0.1485,7.12,2.281,11.88,N,N,11.689,0.296,0.17,JPL 59,0.2248,1600,1.26
  4471 Graculus (1978 VB),MBA,2.86,0.16,13.88,2.402,12.2,N,N,11.701,0.204,0.16,JPL 52,0.2038,1770,1.42
  3791 Marci (1981 WV1),MBA,2.884,0.0649,1.28,2.697,12.24,N,N,11.708,0.118,0.11,JPL 52,0.2012,1790,1.68
  1878 Hughes (1933 QC),MBA,2.846,0.0131,1.78,2.808,11.86,N,N,11.71,0.324,0.23,JPL 52,0.2053,1750,1.82
  2931 Mayakovsky (1969 UC),MBA,2.876,0.06,2.21,2.704,11.97,N,N,11.721,0.269,0.13,JPL 55,0.202,1780,1.69
  2490 Bussolini (1976 AG),MBA,2.61,0.1316,12.95,2.267,12.06,N,N,11.725,0.223,0.08,JPL 53,0.2337,1540,1.29
  3261 Tvardovskij (1979 SF9),MBA,2.904,0.074,2.75,2.689,11.93,N,N,11.732,0.294,0.12,JPL 62,0.1992,1810,1.68
  3575 Anyuta (1984 DU2),MBA,2.75,0.1248,7.77,2.407,12.28,N,N,11.735,0.12,0.16,JPL 54,0.2161,1670,1.4
  4679 Sybil (1990 TR4),MBA,3.039,0.0393,17.42,2.92,12.23,N,N,11.735,0.203,0.16,JPL 52,0.186,1940,1.98
  3019 Kulin (1940 AC),MBA,2.865,0.0509,3.22,2.719,12,N,N,11.744,0.268,0.2,JPL 53,0.2033,1770,1.73
  2278 Gotz (1953 GE),MBA,2.454,0.1482,4.2,2.09,13.7,N,N,11.769,0.039,0.06,JPL 58,0.2564,1400,1.07
  2232 Altaj (1969 RD2),MBA,2.666,0.1432,3.7,2.284,12.21,N,N,11.78,0.202,0.21,JPL 60,0.2264,1590,1.27
  1677 Tycho Brahe (1940 RO),MBA,2.532,0.1072,14.86,2.261,11.73,N,N,11.784,0.221,0.09,JPL 52,0.2446,1470,1.27
  3827 Zdenekhorsky (1986 VU),MBA,2.74,0.129,4.09,2.386,13.19,N,N,11.798,0.104,0.06,JPL 52,0.2173,1660,1.39
  2605 Sahade (1974 QA),MBA,3.092,0.0784,9.43,2.849,12.6,N,N,11.802,0.105,0.46,JPL 55,0.1813,1990,1.84
  3883 Verbano (1972 RQ),MBA,2.612,0.1237,12.84,2.289,11.82,N,N,11.805,0.229,0.29,JPL 59,0.2334,1540,1.28
  2658 Gingerich (1980 CK),MBA,3.065,0.2912,9.5,2.172,12.55,N,N,11.808,0.139,0.09,JPL 52,0.1837,1960,1.18
  2015 Kachuevskaya (1972 RA3),MBA,2.335,0.1049,11.9,2.09,12.36,N,N,11.809,0.143,0.15,JPL 57,0.2762,1300,1.12
  4985 Fitzsimmons (1979 QK4),OMB,3.247,0.1404,0.8,2.791,13.2,N,N,11.839,0.087,0.12,JPL 41,0.1685,2140,1.8
  1927 Suvanto (1936 FP),MBA,2.65,0.1493,13.36,2.255,11.97,N,N,11.841,0.289,0.19,JPL 61,0.2284,1580,1.31
  2755 Avicenna (1973 SJ4),MBA,2.849,0.2568,4.56,2.117,13.45,N,N,11.841,0.066,0.22,JPL 46,0.205,1760,1.12
  2451 Dollfus (1980 RQ),MBA,2.724,0.1524,8.59,2.309,11.88,N,N,11.848,0.288,0.17,JPL 58,0.2192,1640,1.3
  2452 Lyot (1981 FE),MBA,3.179,0.1086,11.72,2.834,11.52,N,N,11.851,0.38,0.24,JPL 55,0.1739,2070,1.83
  4622 Solovjova (1979 WE2),MBA,3.199,0.1451,1.75,2.735,12.96,N,N,11.856,0.105,0.29,JPL 50,0.1722,2090,1.74
  4024 Ronan (1981 WQ),MBA,2.282,0.1536,7.77,1.931,13.3,N,N,11.859,0.055,0.07,JPL 54,0.286,1260,0.962
  1777 Gehrels (4007 P-L),MBA,2.626,0.0193,3.15,2.575,11.63,N,N,11.86,0.244,0.18,JPL 64,0.2317,1550,1.59
  4864 Nimoy (1988 RA5),MBA,2.469,0.1768,3.62,2.032,13.65,N,N,11.874,0.054,0.07,JPL 54,0.2541,1420,1.02
  4918 Rostropovich (1974 QU1),MBA,2.641,0.2321,1.77,2.028,13.74,N,N,11.876,0.045,0.1,JPL 51,0.2297,1570,1.03
  2300 Stebbins (1953 TG2),MBA,2.839,0.076,2.31,2.624,11.98,N,N,11.879,0.229,0.2,JPL 54,0.206,1750,1.63
  2304 Slavia (1979 KB),MBA,2.612,0.1342,13.61,2.262,12.32,N,N,11.88,0.1372,1,JPL 51,0.2334,1540,1.28
  3870 Mayre (1988 CG3),MBA,2.622,0.1651,12.35,2.189,11.97,N,N,11.904,0.222,0.14,JPL 63,0.2322,1550,1.21
  2386 Nikonov (1974 SN1),MBA,2.813,0.1591,9.09,2.365,11.76,N,N,11.91,0.284,0.21,JPL 55,0.2089,1720,1.36
  3011 Chongqing (1978 WM14),MBA,3.193,0.206,6.23,2.535,12.64,N,N,11.921,0.187,0.41,JPL 40,0.1727,2080,1.55
  4040 Purcell (1987 SN1),MBA,2.672,0.07,2.34,2.485,13.03,N,N,11.922,0.101,0.19,JPL 47,0.2257,1590,1.47
  2012 Guo Shou-Jing (1964 TE2),MBA,2.329,0.1782,2.91,1.914,13.55,N,N,11.931,0.049,0.08,JPL 54,0.2773,1300,0.9
  4560 Klyuchevskij (1976 YD2),MBA,2.995,0.0574,9.04,2.823,12.33,N,N,11.936,0.199,0.07,JPL 49,0.1901,1890,1.83
  4748 Tokiwagozen (1989 WV),MBA,2.744,0.057,16.31,2.588,11.69,N,N,11.938,0.349,0.07,JPL 54,0.2168,1660,1.57
  5029 Ireland (1988 BL2),MBA,2.934,0.092,19.36,2.664,12.39,N,N,11.96,0.235,0.44,JPL 51,0.1961,1840,1.68
  4972 Pachelbel (1989 UE7),MBA,3.118,0.1902,1.23,2.525,13.52,N,N,11.962,0.065,0.22,JPL 45,0.179,2010,1.52
  4687 Brunsandrej (1979 SJ11),MBA,3.114,0.1489,3.88,2.651,12.82,N,N,11.964,0.148,0.16,JPL 46,0.1793,2010,1.67
  1705 Tapio (1941 SL1),MBA,2.3,0.2451,7.71,1.736,13.34,N,N,11.969,0.089,0.07,JPL 57,0.2826,1270,0.732
  2117 Danmark (1978 AC),MBA,2.87,0.0678,2.93,2.676,11.97,N,N,11.977,0.196,0.25,JPL 61,0.2027,1780,1.67
  3020 Naudts (1949 PR),MBA,2.764,0.0611,6.27,2.595,12.47,N,N,11.981,0.178,0.47,JPL 55,0.2145,1680,1.59
  4074 Sharkov (1981 UN11),MBA,3.029,0.0355,9.84,2.921,12.47,N,N,12.013,0.114,0.1,JPL 52,0.187,1930,1.92
  2809 Vernadskij (1978 QW2),MBA,2.428,0.1798,2.47,1.991,13.73,N,N,12.014,0.037,0.07,JPL 52,0.2605,1380,0.984
  4102 Gergana (1988 TE3),MBA,3.018,0.0695,9.59,2.808,12.35,N,N,12.04,0.176,0.83,JPL 51,0.188,1910,1.84
  4915 Solzhenitsyn (1969 TJ2),MBA,3.071,0.2883,3.84,2.186,13.24,N,N,12.042,0.084,0.1,JPL 36,0.1831,1970,1.2
  4752 Myron (1309 T-2),MBA,3.092,0.1627,2.04,2.589,12.98,N,N,12.06,0.16,0.35,JPL 49,0.1813,1990,1.6
  3123 Dunham (1981 QF2),MBA,2.462,0.1343,2,2.131,13.6,N,N,12.07,0.04,0.09,JPL 62,0.2552,1410,1.12
  4574 Yoshinaka (1986 YB),MBA,2.999,0.0994,8.7,2.701,12.45,N,N,12.071,0.143,0.33,JPL 47,0.1898,1900,1.72
  2433 Sootiyo (1981 GJ),MBA,2.607,0.2214,10.36,2.03,11.67,N,N,12.076,0.304,0.14,JPL 58,0.2341,1540,1.04
  2973 Paola (1951 AJ),MBA,2.468,0.1539,1.56,2.088,13.23,N,N,12.079,0.05,0.09,JPL 54,0.2543,1420,1.1
  2868 Upupa (1972 UA),MBA,2.813,0.1766,7.54,2.317,13.17,N,N,12.08,0.092,0.28,JPL 48,0.2089,1720,1.34
  4409 Kissling (1989 MD),MBA,3.03,0.1027,5.36,2.719,12.58,N,N,12.087,0.144,0.27,JPL 52,0.1869,1930,1.71
  3787 Aivazovskij (1977 RG7),MBA,2.851,0.1336,12.05,2.47,11.67,N,N,12.089,0.333,0.12,JPL 57,0.2047,1760,1.5
  3513 Quqinyue (1965 UZ),MBA,2.63,0.0106,2.65,2.602,13.1,N,N,12.099,0.092,0.09,JPL 55,0.2311,1560,1.59
  2638 Gadolin (1939 SG),MBA,2.555,0.0814,14.34,2.348,11.95,N,N,12.108,0.284,0.45,JPL 51,0.2413,1490,1.36
  1745 Ferguson (1941 SY1),MBA,2.849,0.0576,3.26,2.684,11.88,N,N,12.113,0.209,0.12,JPL 60,0.205,1760,1.7
  4524 Barklajdetolli (1981 RV4),MBA,2.321,0.1322,7.29,2.014,13.04,N,N,12.117,0.1,0.18,JPL 50,0.2788,1290,1.01
  3205 Boksenberg (1979 MO6),MBA,2.681,0.2,12.31,2.145,13.41,N,N,12.12,0.055,0.12,JPL 42,0.2245,1600,1.19
  2418 Voskovec-Werich (1971 UV),MBA,3.124,0.1601,1.3,2.624,12.96,N,N,12.132,0.109,3.58,JPL 50,0.1785,2020,1.64
  3932 Edshay (1984 SC5),MBA,2.566,0.1652,14.57,2.142,11.94,N,N,12.155,0.25,0.23,JPL 56,0.2398,1500,1.14
  4999 MPC (1987 CJ),MBA,3.013,0.0436,10.5,2.882,12.25,N,N,12.16,0.189,0.2,JPL 59,0.1884,1910,1.89
  4054 Turnov (1983 TL),MBA,3.05,0.171,4.83,2.529,13.19,N,N,12.167,0.091,0.38,JPL 46,0.185,1950,1.54
  2601 Bologna (1980 XA),MBA,3.125,0.0648,9.59,2.923,11.58,N,N,12.172,0.36,0.17,JPL 57,0.1784,2020,1.94
  4439 Muroto (1984 VA),MBA,3.086,0.2659,2.29,2.265,13.48,N,N,12.184,0.068,0.21,JPL 40,0.1818,1980,1.28
  4681 Ermak (1969 TC2),MBA,3.016,0.1254,11.52,2.638,12.28,N,N,12.189,0.227,0.28,JPL 50,0.1882,1910,1.65
  3780 Maury (1985 RL),MBA,2.87,0.0607,2.74,2.695,12.29,N,N,12.196,0.188,1.84,JPL 59,0.2027,1780,1.68
  2911 Miahelena (1938 GJ),MBA,2.792,0.0968,9.62,2.522,11.83,N,N,12.214,0.358,0.19,JPL 57,0.2113,1700,1.53
  4198 Panthera (1983 CK1),MBA,3.121,0.1199,2.38,2.747,13.28,N,N,12.224,0.09,0.27,JPL 52,0.1787,2010,1.76
  5039 Rosenkavalier (1967 GM1),MBA,3.012,0.0586,11.41,2.836,12.47,N,N,12.232,0.156,0.26,JPL 51,0.1885,1910,1.82
  4658 Gavrilov (1979 SO11),MBA,3.146,0.2046,1.17,2.503,13.08,N,N,12.283,0.128,0.35,JPL 50,0.1766,2040,1.5
  1971 Hagihara (1955 RD1),MBA,2.995,0.0845,8.69,2.742,12.45,N,N,12.289,0.135,0.16,JPL 43,0.1901,1890,1.77
  2265 Verbaandert (1950 DB),MBA,2.616,0.2121,19.84,2.061,12.89,N,N,12.289,0.066,0.12,JPL 55,0.233,1550,1.08
  3750 Ilizarov (1982 TD1),MBA,3.018,0.0473,10.42,2.875,12.34,N,N,12.295,0.185,0.15,JPL 53,0.188,1910,1.87
  4288 Tokyotech (1989 TQ1),MBA,2.628,0.1773,14.03,2.162,11.72,N,N,12.296,0.223,0.09,JPL 53,0.2313,1560,1.18
  2187 La Silla (1976 UH),MBA,2.536,0.1171,13.26,2.239,13.49,N,N,12.32,0.054,0.09,JPL 52,0.2441,1470,1.24
  2811 Stremchovi (1980 JA),MBA,2.866,0.0341,1.03,2.768,11.9,N,N,12.32,0.202,0.28,JPL 62,0.2032,1770,1.78
  3816 Chugainov (1975 VG9),MBA,2.606,0.1266,12.18,2.276,11.89,N,N,12.323,0.22,0.11,JPL 54,0.2343,1540,1.29
  4354 Euclides (2142 P-L),MBA,2.798,0.206,7.42,2.222,13.66,N,N,12.339,0.051,0.28,JPL 48,0.2105,1710,1.25
  2837 Griboedov (1971 TJ2),MBA,2.904,0.0573,2.88,2.738,12.07,N,N,12.344,0.201,0.23,JPL 57,0.1991,1810,1.75
  3308 Ferreri (1981 EP),MBA,3.143,0.1875,23.64,2.554,11.69,N,N,12.344,0.291,0.25,JPL 54,0.1769,2040,1.7
  4593 Reipurth (1980 FV1),MBA,3.031,0.1085,9.47,2.702,12.12,N,N,12.344,0.168,0.21,JPL 53,0.1868,1930,1.72
  2626 Belnika (1978 PP2),MBA,2.849,0.0214,1.49,2.788,11.87,N,N,12.355,0.265,0.11,JPL 52,0.205,1760,1.8
  2618 Coonabarabran (1979 MX2),MBA,3.021,0.1183,9.22,2.663,12.54,N,N,12.361,0.183,0.19,JPL 54,0.1877,1920,1.68
  3684 Berry (1983 AK),MBA,2.289,0.1527,6.81,1.94,14.07,N,N,12.37,0.0504,1.2,JPL 47,0.2845,1270,0.959
  4312 Knacke (1978 WW11),MBA,2.384,0.1521,4.43,2.021,13.53,N,N,12.384,0.061,0.07,JPL 46,0.2678,1340,1.03
  3341 Hartmann (1980 OD),MBA,3.019,0.2401,10.44,2.294,12.45,N,N,12.395,0.105,0.39,JPL 50,0.1879,1920,1.31
  2530 Shipka (1978 NC3),MBA,3.019,0.1245,10.1,2.643,12.26,N,N,12.403,0.136,0.1,JPL 56,0.1879,1920,1.64
